Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2018 03 06 17 13 12    32.8     2.3   1.173   0.2   0.0   0.0  43.4  42.1   0.0 128 123   0  27  25  20   0  271.1   6.0  -2.8  0.0  0.0  0.0  26.17     1.2427    0.003  12.8   1.5  99.5   32.88    86.0      -1.0000       0.0000
2018 03 06 17 23 12    32.7     1.5   1.177   0.2   0.0   0.0  43.4  42.1   0.0 129 124   0  28  26  20   0  270.9   6.0  -2.8  0.0  0.0  0.0  26.17     1.2475    0.003  12.6   1.5  99.5   32.73    87.4      -1.0000       0.0000
2018 03 06 17 33 12    33.0     1.9   1.179   0.2   0.0   0.0  43.9  42.1   0.0 129 123   0  27  25  19   0  270.9   6.0  -2.8  0.0  0.0  0.0  26.19     1.2511    0.004  12.6   1.5  99.5   33.05    86.7      -1.0000       0.0000
2018 03 06 17 43 12    31.3     1.6   1.175   0.2   0.0   0.0  42.6  42.1   0.0 127 124   0  28  26  20   0  271.0   6.4  -2.8  0.0  0.0  0.0  26.21     1.2467    0.003  12.4   1.5  99.5   31.34    87.1      -1.0000       0.0000
2018 03 06 17 53 13    30.4     1.9   1.176   0.2   0.0   0.0  43.0  42.1   0.0 128 123   0  28  25  20   0  271.0   6.4  -2.8  0.0  0.0  0.0  26.23     1.2475    0.003  12.4   1.5  99.5   30.46    86.4      -1.0000       0.0000
2018 03 06 18 03 12    31.8     1.5   1.175   0.2   0.0   0.0  42.1  42.1   0.0 126 124   0  28  26  20   0  270.9   6.4  -2.8  0.0  0.0  0.0  26.26     1.2459    0.003  12.4   1.5  99.5   31.84    87.3      -1.0000       0.0000
2018 03 06 18 13 12    31.1     1.8   1.172   0.2   0.0   0.0  43.0  42.6   0.0 127 124   0  27  25  20   0  271.1   6.4  -2.8  0.0  0.0  0.0  26.28     1.2427    0.003  12.4   1.5  99.5   31.15    86.7      -1.0000       0.0000
2018 03 06 18 23 12    31.5     1.6   1.173   0.2   0.0   0.0  43.0  42.6   0.0 127 123   0  27  24  20   0  271.1   6.4  -2.8  0.0  0.0  0.0  26.31     1.2435    0.003  12.4   1.5  99.5   31.54    87.1      -1.0000       0.0000
2018 03 06 18 33 12    32.5     1.3   1.176   0.2   0.0   0.0  43.0  41.7   0.0 127 123   0  27  26  20   0  270.9   6.4  -2.8  0.0  0.0  0.0  26.34     1.2471    0.003  12.2   1.5  99.5   32.53    87.7      -1.0000       0.0000
2018 03 06 18 43 12    31.5     1.1   1.178   0.2   0.0   0.0  42.1  42.6   0.0 125 124   0  27  25  19   0  271.1   6.4  -2.8  0.0  0.0  0.0  26.36     1.2519    0.003  12.2   1.5  99.5   31.52    88.0      -1.0000       0.0000
2018 03 06 18 53 12    30.7     0.8   1.175   0.2   0.0   0.0  42.1  42.1   0.0 125 124   0  27  26  19   0  271.1   6.4  -2.8  0.0  0.0  0.0  26.38     1.2503    0.003  12.2   1.5  99.5   30.71    88.5      -1.0000       0.0000
2018 03 06 19 03 12    30.1     1.1   1.174   0.2   0.0   0.0  41.7  42.1   0.0 124 123   0  27  25  20   0  271.0   6.4  -2.8  0.0  0.0  0.0  26.40     1.2507    0.002  12.2   1.5  99.5   30.12    87.9      -1.0000       0.0000
2018 03 06 19 13 12    30.0     1.4   1.169   0.2   0.0   0.0  43.0  42.1   0.0 127 124   0  27  26  20   0  270.9   6.0  -2.8  0.0  0.0  0.0  26.42     1.2439    0.003  12.2   1.5  99.5   30.03    87.3      -1.0000       0.0000
2018 03 06 19 23 12    30.8     1.3   1.163   0.2   0.0   0.0  42.1  42.6   0.0 125 124   0  27  25  19   0  271.0   6.4  -2.8  0.0  0.0  0.0  26.43     1.2395    0.001  12.2   1.5  99.5   30.83    87.6      -1.0000       0.0000
2018 03 06 19 33 12    30.6     1.3   1.163   0.2   0.0   0.0  42.1  42.1   0.0 126 123   0  28  25  19   0  270.9   6.4  -2.8  0.0  0.0  0.0  26.43     1.2407    0.002  12.2   1.5  99.5   30.63    87.6      -1.0000       0.0000
2018 03 06 19 43 12    31.1     0.9   1.166   0.2   0.0   0.0  41.7  42.1   0.0 124 123   0  27  25  19   0  271.2   6.0  -2.8  0.0  0.0  0.0  26.44     1.2471    0.004  12.2   1.5  99.5   31.11    88.3      -1.0000       0.0000
2018 03 06 19 53 12    31.5     0.5   1.172   0.2   0.0   0.0  41.3  41.7   0.0 124 123   0  28  26  20   0  271.2   6.0  -2.8  0.0  0.0  0.0  26.43     1.2547    0.003  12.2   1.5  99.5   31.50    89.1      -1.0000       0.0000
2018 03 06 20 03 12    29.3     1.1   1.169   0.2   0.0   0.0  41.7  42.1   0.0 125 123   0  28  25  20   0  271.2   6.0  -2.8  0.0  0.0  0.0  26.43     1.2515    0.002  12.2   1.5  99.5   29.32    87.8      -1.0000       0.0000
2018 03 06 20 13 12    29.1     1.3   1.175   0.2   0.0   0.0  42.1  42.1   0.0 124 123   0  26  25  20   0  271.2   6.0  -2.8  0.0  0.0  0.0  26.42     1.2582    0.003  12.2   1.5  99.5   29.13    87.4      -1.0000       0.0000
2018 03 06 20 23 11    29.4     0.7   1.177   0.2   0.0   0.0  41.3  41.7   0.0 124 123   0  28  26  20   0  271.1   6.0  -2.8  0.0  0.0  0.0  26.41     1.2634    0.003  12.2   1.5  99.5   29.41    88.6      -1.0000       0.0000
2018 03 06 20 33 12    30.4     0.3   1.180   0.2   0.0   0.0  41.3  41.7   0.0 123 122   0  27  25  20   0  271.1   6.0  -2.8  0.0  0.0  0.0  26.40     1.2654    0.002  12.2   1.5  99.5   30.40    89.4      -1.0000       0.0000
2018 03 06 20 43 12    31.7    -0.4  -1.000   0.2   0.0   0.0  40.0  41.7   0.0 120 122   0  27  25  20   0  271.2   6.0  -2.8  0.0  0.0  0.0  26.38     1.2674    0.003  12.2   1.5  99.5   31.70    90.7      -1.0000       0.0000
2018 03 06 20 53 11    29.9    -1.0   1.178   0.2   0.0   0.0  39.1  41.7   0.0 119 122   0  28  25  19   0  271.0   6.0  -2.8  0.0  0.0  0.0  26.36     1.2686    0.003  12.2   1.5  99.5   29.92    91.9      -1.0000       0.0000
2018 03 06 21 03 12    30.1    -1.3  -1.000   0.2   0.0   0.0  38.7  41.3   0.0 118 122   0  28  26  20   0  270.8   6.0  -2.8  0.0  0.0  0.0  26.34     1.2654    0.002  12.2   1.5  99.5   30.13    92.5      -1.0000       0.0000
